path,sha256,bytes,lines,category,upstream_path,upstream_similarity,provisional_provenance,evidence,migration_disposition,disposition_reason,human_review_required,human_review_status,human_review_note
examples/notebooks_mps/.ipynb_checkpoints/10_pca_sklearn_patched_M2_Air-checkpoint.ipynb,a18415056bfac2537e379b2ea716fbd2c1363333a956c12099149ab09196e5ae,6260,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/.ipynb_checkpoints/11_tsne_mps-checkpoint.ipynb,528770793b516d22ba275a5dca4a6abdb28224267f1901a2de539f83d8819fa3,365875,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_mps.ipynb,0414a6a293c2863a8f2eb209ee59246d50033d36735707989db7935389ac50a9,18144,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_mps_2.ipynb,bda1edd5d91f55426187a19af41e04a31bbc9cf9117e4989a9ef3a51deba4a67,27021,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_mps_M1_Studio.ipynb,292f9cb00c38a28a91eb109d26af5c6f5946872868e7a189db346334bc29d03d,18199,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_mps_M2_Air.ipynb,7969c04182750f60d299ef05566e47a1c2810d81dab7a02b7ac91d10254cf6f9,18193,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_mps_M4.ipynb,6a4c807e9b4d6e0a84e1f005c6b2bb14a3921bac9a30d4cf20bb0ba6a3580152,17994,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_sklearn.ipynb,aa1077ebc4a5caa633d9c25af659b327715f31da9d8c1be789f1ec18da9a9585,6502,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/01_linear_regression_sklearn_patched.ipynb,0da7ff3f9a2b7a760e6d628eba86543a1948c20753ea164cd9c41f62006e2b40,6501,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/02_elastic_net_mps.ipynb,b480d2e23f3950187b471f572e0245ae7201baa1aa72427df0292be6a6319d55,18256,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/02_elastic_net_mps_M4.ipynb,c518f68155c33c6ec4c923d7354712a8b9eae6bea9eade8994779d1d2d49b907,18079,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/02_elastic_net_sklearn.ipynb,ecbf5ee1f18a822806d08f640d195c32f426713e8778e64c78d4ddc223d38d00,6544,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/02_elastic_net_sklearn_patched.ipynb,8944209723fd984888f2cd1742c6c797963e743ed9fdddb2f9eaf929b934a38b,6596,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/03_lasso_mps.ipynb,2e8b27ca5bd51806d5d19eb23c52d04ef329fb269bce5be84ca6491dafc8216c,23404,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/03_lasso_mps_M4.ipynb,1111f77790eb2681efdbf477bc5ecdd29a179681b0e1451d27b19464d93b3009,25680,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/03_lasso_sklearn.ipynb,eb6de36e74d307c364a74e63f059f8f08915f144cb4f3cb62ac20e81c04861b4,6540,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/03_lasso_sklearn_patched.ipynb,8cf1ddc311cfcd9aa87cc1599a3456949014b40e10758ea8446487bc9f86234f,6538,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/04_logistic_regression_mps.ipynb,72123402eb0fec120711008800e6cf0a99063465388eaa1a63df997ed6467f76,18562,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/04_logistic_regression_mps_M1_Studio.ipynb,bbc06c52df170524caf5c6ca49b49911a1e60b1f0d2c462e366ae9d597d23686,18653,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/04_logistic_regression_mps_M4.ipynb,665d4aecaf06fcc74cae78f5407552640a4d5b5c9c8ed88dabebafea7ff70a9b,18445,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/04_logistic_regression_sklearn.ipynb,b5252e070b3e30bb439a0c3c89335da7173aa15ff19619834335cfec442cf404,7796,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/04_logistic_regression_sklearn_patched.ipynb,8c779075e47d396097440259bd2268cbedab5601c87aa79efe2d9966a0aba42e,7892,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/05_kmeans_mps.ipynb,ec714c5f7775873d224b08af5080b339112b2f8f502aa093ffdd1f7a55071396,18025,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/05_kmeans_mps_M4.ipynb,15e3b1c692415aaf88ab63d807669cf3f08a319943cd556f4cfb00c38d37f2df,17890,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/06_dbscan_mps.ipynb,1e3aaffc14fa02b6396c3883fcb8446551ac8b168d1c4cf3c141351ce919c5fd,20003,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/06_dbscan_mps_M4.ipynb,ca86cd9b698004bbe7044fdacfe7d102ece610f1a90f34bd3fdfa0c35a9ba733,19825,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_mps.ipynb,d16525a20a958f4c0f86fe991f581bfcbdb761f10d6241177dbb8dc5f1203aec,75633,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_mps_2.ipynb,0648b7f65a5f368aa77f235b1bb7b98a9e0fa2e9f78ac71a1bfb63837c494ff9,75364,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_mps_2_M4.ipynb,09748068db63947cb8f4f12309888db5a6eca5cd1576c8e5df975a1df8f5c9ef,75376,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_mps_M1_Studio.ipynb,e1911fadb08854129f0896299d35aac9df7ffc00cd931581daa102c312b342ea,81830,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_sklearn.ipynb,ec718a057c7b3b0bc84dcaae59030bf59658fc043cdd41a47e7fab607f882e1f,6694,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_sklearn_M1_Studio.ipynb,6fda8341edd31b6ba293cc1aadcf41556171dcbce84ef8ed0d35ddb7505a6613,6771,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_sklearn_M2_Air.ipynb,b390e4784bf7e3faddece8d7c8452af12cb70eb0da72684318db619644a599d3,6694,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_sklearn_patched.ipynb,2ee239128a8e0e9ccf8cdf35b6a1d7d28e15d276a4088a3a793cd1dbbbe0f137,10309,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_sklearn_patched_M1_Studio.ipynb,e46e61e565683b37d91ecff41f9b335558f361f2814905d54a3cabddbb2dc200,7279,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/07_knn_classifier_sklearn_patched_M2_Air.ipynb,73cb3e07bb248af8b8404b3e78d958df66ed25358b577fdb88ce09d16d81e403,11037,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/08_random_forest_classifier_mps.ipynb,1e2f0177e1828b239cf693fbee57ddd60032c5d0e2b04a5b5f3683b54a84acff,18704,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/08_random_forest_classifier_mps_m4.ipynb,bcb7ea4d12041fd7f93c3f94e928b5cce417c0ff5b3732a55ab5839896efa474,18529,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/08_random_forest_sklearn.ipynb,d590b75f3159e9d83f4c22b851b8536d433d953d6359cb4923ad28fa59874c4b,8521,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/08_random_forest_sklearn_patched.ipynb,a359531537c7dc712d95fb0c5985df7c430357472fb1ebed89bf0054a6443b73,8499,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_mps.ipynb,25efe318fb67ecf1935a9d0bea8a11718de8c9d8badc1e60b8bc9f35a0c7d442,22656,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_mps_M1_Studio.ipynb,cd77ad8a549d804ef93a10832fed1d4a5ec09b1f305a8afa494acd9a046c8dc4,21815,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_mps_M4.ipynb,e364e313175c44d62cb72747e99ae8194c271626fe2b074bd8a17db3ac201c33,22523,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn.ipynb,35c16965df90a1d1ef98380d82c2ef7c11e71d96cb4bbc5f0dbd9ae68f28c0c0,7699,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_M2_Air.ipynb,26cec32f30cc243112e03e79c5018a51048b8cd2a1369c54c479af8603a2306f,7698,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c02.ipynb,2e6cdfda3b1c42266ac7714b00a3b675d3a8753b2b9862173263ce6dd8c1d07e,4572,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c02_M1_Studio.ipynb,f28c02afc8398abac58e4add8fcb7610749022fba8c44782801d552ca87ed935,4630,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c20.ipynb,20d1b604a704ae400e662a09ce39eb9989f4cf84fd5887a5cde60bdcecea6bef,4575,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c20_M1_Studio.ipynb,aacca5dfa8ffed1bfe201e3ffb2e948c5df7681e2c726fd235466b9c6975780a,4631,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c20_proba.ipynb,0152bb9bedb090e715117ae7490214cd9573fd725126827cb76e7da5c165ee10,5755,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c20_proba_M1_Studio.ipynb,e7d6f7da7762fb88dbaa3d62e4176d7c661daa8c6bb353fcda85f5aa136139c7,5853,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_c20_proba_M2_Air.ipynb,a20dd0a61f21a880efd97d4f88b7351f4f951e4e0ca85e472331feff52716b17,5762,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched.ipynb,44c71c9881e4368c2dc8a8722ef93bcf31cf3e9900218c4d0e25e855f9775ce6,8166,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_M2_Air.ipynb,4de59323a8e36d098a5afb6715f9ee44a1e865dce0ec2e51bc0056afc6665934,8168,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c02.ipynb,023194c1fd6d329051b93192a7b6dee5f3e1cbac019837d84ded27cc79d3e847,4645,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c02_M1_Studio.ipynb,88b75f76a6491fdb8dafbb8e1c54aafedf3b982c6423822fb3c7758475995cde,4684,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c20.ipynb,9d00fe9bc0c0349c2b622580c9e7a0eb9902b0235aba13bc11decb8210eff066,6388,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c20_M1_Studio.ipynb,d208b8c6e0093f83d0323b9da91c8216cd343563910f64cb70a6e314409431bf,4719,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c20_proba.ipynb,cc1f619dc8c102fa99edaef0a2f8bc2dfc9fcdace90d0743dcc2df1b944e1c17,6887,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c20_proba_M1_Studio.ipynb,bc609e1b98ca7356d723f1872e7ddd24b3cce08114c2f72c0966cb3e8740e18d,7044,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/09_svc_sklearn_patched_c20_proba_M2_Air.ipynb,02103198ec09c5ed6abe437bb523b970ea80ffc02fd6d983d8ada73dfb7cb027,7043,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_mps.ipynb,360ead2bbdff049707af148a61977deacf400783d49f2f9bf55881eba569f4f0,11454,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_mps_M2.ipynb,0551f197f65c6e620b3b37cae1557500e116c2e0e2db3482cc8df73192454ddc,11446,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_mps_M4.ipynb,d3ddeabbb16d879b616186b146f75e06b8d2b359b68ef3eb3edb01d2c1ceb6e1,11293,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_sklearn.ipynb,e8091c9bbb80ad083411c281b1934ccecb90042508ce7ba9d565175d6e133ca3,4910,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_sklearn_M2_Air.ipynb,78b3267c073d6f800704485188d18b8a90f8ff02736dd932064ed10381106326,6158,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_sklearn_patched.ipynb,a18415056bfac2537e379b2ea716fbd2c1363333a956c12099149ab09196e5ae,6260,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/10_pca_sklearn_patched_M2_Air.ipynb,71afdbd7d9006ee0cdafde02551176cec4f1a2dfe6db5caba1fc8974b3b92a1c,6263,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/11_tsne_mps.ipynb,528770793b516d22ba275a5dca4a6abdb28224267f1901a2de539f83d8819fa3,365875,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/11_tsne_mps_M4.ipynb,04363c2bc253266f875f964f56d9a3cd082d9c170139aa99620c169f9a9984db,362390,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/input/test.csv.gz,608b5e67d5ffd7e501aa8935315e9f9e0ad8efa2fd95e1ac94b4e40509dec8d4,2210282,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/input/train.csv.gz,3bbd89d25f3471511844993978baf7f09e75694edf90dbda05336a5f6e349125,13285309,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_KNN_sklearn-checkpoint.ipynb,66247f0273c9e485997e97ec17209165e2172366616715617892ee44023556ab,22493,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_KNN_sklearn_Air_M2-checkpoint.ipynb,0df66adc421430a9b5c96e4055b78f3f5233ec677b40b04f06ebd08477b82b78,22816,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_KNN_sklearn_Studio_Ultra_M1-checkpoint.ipynb,3b567c7b6e0d3d1b4b002e91abd37b13ed8bc62ba16ff6e3f823cf3a82e63edb,22814,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_KNN_sklearn_patched-checkpoint.ipynb,842f4284d3378a6f4994cc312c88522e52f14295c633bed7ad4ae1e7aa64a1da,22955,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_KNN_sklearn_patched_Air_M2-checkpoint.ipynb,625523736013dd92aa73d8f96248adc4aae424595e135c3a8c159fd057469db8,23266,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_KNN_sklearn_patched_Studio_Ultra_M1-checkpoint.ipynb,a45c559c1c7b453387de88d989db804eb01bb3c16e390cfcca789e682e1bf492,23301,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_Logistic_Regression_1-checkpoint.ipynb,60359f6324943bb5d84b93e81725aea5fbe36909ca2b0d8b46dbbfe9d4da18c7,19305,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_Logistic_Regression_Air_M2-checkpoint.ipynb,c4e9e3ff4a8026e180032e83e8d0d00821007248990735e7a4969545735b502c,19567,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_Logistic_Regression_Studio_Ultra_M1-checkpoint.ipynb,457e3fbc3c4b0d15cd2bcae48b1225f0c4705b786060ffd43dea8775a0710e19,19544,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_Logistic_Regression_patched-checkpoint.ipynb,2323faf5a40311cfc28ad3f28046ec95748fbbad2e22d1b09276b0a1467ea452,19444,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_Logistic_Regression_patched_Air_M2-checkpoint.ipynb,4a66208b652bee22c866b1759d283b761d2e031b927ee32502c449267a3a7883,21223,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_Logistic_Regression_patched_Studio_Ultra_M1-checkpoint.ipynb,ba96dc441d58178687cbe31dc2c0f5059ff8db6cf75b41070051edde30c59cdb,19646,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_PCA_sklearn_Air_M2-checkpoint.ipynb,265629e2225363af9add6168c2d1c6ef2680c39bb85a57acfb39b056c9e5acac,24605,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_PCA_sklearn_patched_Air_M2-checkpoint.ipynb,19bf319b4bb301923e7166cdeabcbb4917198214dcbef057dbb12b3ac9c4224a,3935,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_SVC_sklearn-checkpoint.ipynb,0dfa20d296136b023b5d3eabb7db9d23db5079db6d548b9d112dce5fa5bfc1d1,19646,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_SVC_sklearn_Air_M2-checkpoint.ipynb,2c9d4b679d833e8512a896d8397800248436f46d13c316b53277628726bb3416,19885,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_SVC_sklearn_Studio_Ultra_M1-checkpoint.ipynb,2c9d4b679d833e8512a896d8397800248436f46d13c316b53277628726bb3416,19885,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_SVC_sklearn_patched-checkpoint.ipynb,b54090d16595a6961864344e4c8292f5a935089cdb75b96d28375219d5ae8872,17993,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_SVC_sklearn_patched_Air_M2-checkpoint.ipynb,0eaf1fb85824aa0e9b78a95f908717be3314cd8ebdfe214d36fd7f4fa06f9a57,19778,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/.ipynb_checkpoints/MNIST_SVC_sklearn_patched_Studio_Ultra_M1-checkpoint.ipynb,2abf6a0995d80d7f570f38115e27800fd0a8b16b0f1a214e9990d6ac975f0f57,18226,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
examples/notebooks_mps/MNIST/scripts/MNIST_KNN_sklearn.ipynb,66247f0273c9e485997e97ec17209165e2172366616715617892ee44023556ab,22493,,docs-examples,,,project-authored-or-administrative,No automated upstream derivation signal.,drop,Generated and checkpoint notebooks are not migration inputs.,false,not-required,
